beta,gamma,time,S,I,R,num_simulations,timestamp
0.6,0.2,29.0,0.0,0.1,99.9,50,2025-04-07T21:22:53.944218
0.6,0.2,30.0,0.0,0.1,99.9,50,2025-04-07T21:22:53.944219
0.6,0.2,31.0,0.0,0.1,99.9,50,2025-04-07T21:22:53.944220
0.6,0.2,32.0,0.0,0.1,99.9,50,2025-04-07T21:22:53.944221
0.6,0.2,33.0,0.0,0.1,99.9,50,2025-04-07T21:22:53.944222
0.6,0.2,34.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944223
0.6,0.2,35.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944224
0.6,0.2,36.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944225
0.6,0.2,37.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944226
0.6,0.2,38.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944227
0.6,0.2,39.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944228
0.6,0.2,40.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944229
0.6,0.2,41.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944230
0.6,0.2,42.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944231
0.6,0.2,43.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944232
0.6,0.2,44.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944233
0.6,0.2,45.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944234
0.6,0.2,46.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944235
0.6,0.2,47.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944236
0.6,0.2,48.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944237
0.6,0.2,49.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944238
0.6,0.2,50.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944239
0.6,0.2,51.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944240
0.6,0.2,52.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944241
0.6,0.2,53.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944242
0.6,0.2,54.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944243
0.6,0.2,55.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944244
0.6,0.2,56.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944245
0.6,0.2,57.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944246
0.6,0.2,58.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944247
0.6,0.2,59.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944248
0.6,0.2,60.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944249
0.6,0.2,61.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944250
0.6,0.2,62.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944251
0.6,0.2,63.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944252
0.6,0.2,64.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944253
0.6,0.2,65.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944254
0.6,0.2,66.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944255
0.6,0.2,67.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944256
0.6,0.2,68.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944257
0.6,0.2,69.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944258
0.6,0.2,70.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944259
0.6,0.2,71.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944260
0.6,0.2,72.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944261
0.6,0.2,73.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944262
0.6,0.2,74.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944263
0.6,0.2,75.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944264
0.6,0.2,76.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944265
0.6,0.2,77.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944266
0.6,0.2,78.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944267
0.6,0.2,79.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944268
0.6,0.2,80.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944269
0.6,0.2,81.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944270
0.6,0.2,82.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944271
0.6,0.2,83.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944272
0.6,0.2,84.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944273
0.6,0.2,85.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944274
0.6,0.2,86.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944275
0.6,0.2,87.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944276
0.6,0.2,88.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944277
0.6,0.2,89.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944278
0.6,0.2,90.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944279
0.6,0.2,91.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944280
0.6,0.2,92.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944281
0.6,0.2,93.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944282
0.6,0.2,94.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944283
0.6,0.2,95.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944284
0.6,0.2,96.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944285
0.6,0.2,97.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944286
0.6,0.2,98.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944287
0.6,0.2,99.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944288
0.6,0.2,100.0,0.0,0.08,99.92,50,2025-04-07T21:22:53.944289
0.6,0.3,0.0,95.0,5.0,0.0,50,2025-04-07T21:22:53.981037
0.6,0.3,1.0,0.0,74.3,25.7,50,2025-04-07T21:22:53.981042
0.6,0.3,2.0,0.0,54.16,45.84,50,2025-04-07T21:22:53.981044
0.6,0.3,3.0,0.0,40.24,59.76,50,2025-04-07T21:22:53.981045
0.6,0.3,4.0,0.0,29.38,70.62,50,2025-04-07T21:22:53.981046
0.6,0.3,5.0,0.0,21.56,78.44,50,2025-04-07T21:22:53.981047
0.6,0.3,6.0,0.0,15.76,84.24,50,2025-04-07T21:22:53.981048
0.6,0.3,7.0,0.0,11.5,88.5,50,2025-04-07T21:22:53.981049
0.6,0.3,8.0,0.0,8.2,91.8,50,2025-04-07T21:22:53.981050
0.6,0.3,9.0,0.0,5.86,94.14,50,2025-04-07T21:22:53.981051
0.6,0.3,10.0,0.0,4.46,95.54,50,2025-04-07T21:22:53.981052
0.6,0.3,11.0,0.0,3.02,96.98,50,2025-04-07T21:22:53.981053
0.6,0.3,12.0,0.0,1.94,98.06,50,2025-04-07T21:22:53.981054
0.6,0.3,13.0,0.0,1.34,98.66,50,2025-04-07T21:22:53.981055
0.6,0.3,14.0,0.0,0.86,99.14,50,2025-04-07T21:22:53.981056
0.6,0.3,15.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.981057
0.6,0.3,16.0,0.0,0.4,99.6,50,2025-04-07T21:22:53.981058
0.6,0.3,17.0,0.0,0.3,99.7,50,2025-04-07T21:22:53.981059
0.6,0.3,18.0,0.0,0.24,99.76,50,2025-04-07T21:22:53.981060
0.6,0.3,19.0,0.0,0.24,99.76,50,2025-04-07T21:22:53.981061
0.6,0.3,20.0,0.0,0.22,99.78,50,2025-04-07T21:22:53.981062
0.6,0.3,21.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981063
0.6,0.3,22.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981064
0.6,0.3,23.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981065
0.6,0.3,24.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981066
0.6,0.3,25.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981067
0.6,0.3,26.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981068
0.6,0.3,27.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981075
0.6,0.3,28.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981076
0.6,0.3,29.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981077
0.6,0.3,30.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981078
0.6,0.3,31.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981079
0.6,0.3,32.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981080
0.6,0.3,33.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981081
0.6,0.3,34.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981082
0.6,0.3,35.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981083
0.6,0.3,36.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981084
0.6,0.3,37.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981085
0.6,0.3,38.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981086
0.6,0.3,39.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981087
0.6,0.3,40.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981088
0.6,0.3,41.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981089
0.6,0.3,42.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981090
0.6,0.3,43.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981092
0.6,0.3,44.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981093
0.6,0.3,45.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981094
0.6,0.3,46.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981095
0.6,0.3,47.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981096
0.6,0.3,48.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981097
0.6,0.3,49.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981098
0.6,0.3,50.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981099
0.6,0.3,51.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981100
0.6,0.3,52.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981101
0.6,0.3,53.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981102
0.6,0.3,54.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981103
0.6,0.3,55.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981107
0.6,0.3,56.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981108
0.6,0.3,57.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981109
0.6,0.3,58.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981110
0.6,0.3,59.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981111
0.6,0.3,60.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981112
0.6,0.3,61.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981113
0.6,0.3,62.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981114
0.6,0.3,63.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981115
0.6,0.3,64.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981116
0.6,0.3,65.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981117
0.6,0.3,66.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981118
0.6,0.3,67.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981119
0.6,0.3,68.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981120
0.6,0.3,69.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981121
0.6,0.3,70.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981122
0.6,0.3,71.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981123
0.6,0.3,72.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981124
0.6,0.3,73.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981125
0.6,0.3,74.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981126
0.6,0.3,75.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981127
0.6,0.3,76.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981128
0.6,0.3,77.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981129
0.6,0.3,78.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981130
0.6,0.3,79.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981131
0.6,0.3,80.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981132
0.6,0.3,81.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981133
0.6,0.3,82.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981134
0.6,0.3,83.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981135
0.6,0.3,84.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981136
0.6,0.3,85.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981137
0.6,0.3,86.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981138
0.6,0.3,87.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981139
0.6,0.3,88.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981140
0.6,0.3,89.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981141
0.6,0.3,90.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981142
0.6,0.3,91.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981143
0.6,0.3,92.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981144
0.6,0.3,93.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981146
0.6,0.3,94.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981147
0.6,0.3,95.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981148
0.6,0.3,96.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981149
0.6,0.3,97.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981150
0.6,0.3,98.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981151
0.6,0.3,99.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981152
0.6,0.3,100.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.981153
0.6,0.4,0.0,95.0,5.0,0.0,50,2025-04-07T21:22:54.017447
0.6,0.4,1.0,0.0,67.04,32.96,50,2025-04-07T21:22:54.017452
0.6,0.4,2.0,0.0,44.12,55.88,50,2025-04-07T21:22:54.017454
0.6,0.4,3.0,0.0,29.64,70.36,50,2025-04-07T21:22:54.017455
0.6,0.4,4.0,0.0,18.94,81.06,50,2025-04-07T21:22:54.017456
0.6,0.4,5.0,0.0,12.32,87.68,50,2025-04-07T21:22:54.017457
0.6,0.4,6.0,0.0,8.32,91.68,50,2025-04-07T21:22:54.017458
0.6,0.4,7.0,0.0,5.58,94.42,50,2025-04-07T21:22:54.017459
0.6,0.4,8.0,0.0,3.04,96.96,50,2025-04-07T21:22:54.017460
0.6,0.4,9.0,0.0,1.92,98.08,50,2025-04-07T21:22:54.017461
0.6,0.4,10.0,0.0,1.18,98.82,50,2025-04-07T21:22:54.017462
0.6,0.4,11.0,0.0,0.68,99.32,50,2025-04-07T21:22:54.017463
0.6,0.4,12.0,0.0,0.4,99.6,50,2025-04-07T21:22:54.017464
0.6,0.4,13.0,0.0,0.3,99.7,50,2025-04-07T21:22:54.017465
0.6,0.4,14.0,0.0,0.26,99.74,50,2025-04-07T21:22:54.017466
0.6,0.4,15.0,0.0,0.24,99.76,50,2025-04-07T21:22:54.017467
0.6,0.4,16.0,0.0,0.24,99.76,50,2025-04-07T21:22:54.017469
0.6,0.4,17.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017470
0.6,0.4,18.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017471
0.6,0.4,19.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017472
0.6,0.4,20.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017473
0.6,0.4,21.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017474
0.6,0.4,22.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017475
0.6,0.4,23.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017476
0.6,0.4,24.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017477
0.6,0.4,25.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017478
0.6,0.4,26.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017479
0.6,0.4,27.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017480
0.6,0.4,28.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017481
0.6,0.4,29.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017482
0.6,0.4,30.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017483
0.6,0.4,31.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017484
0.6,0.4,32.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017485
0.6,0.4,33.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017486
0.6,0.4,34.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017487
0.6,0.4,35.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017488
0.6,0.4,36.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017489
0.6,0.4,37.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017490
0.6,0.4,38.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017491
0.6,0.4,39.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017492
0.6,0.4,40.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017493
0.6,0.4,41.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017494
0.6,0.4,42.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017495
0.6,0.4,43.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017496
0.6,0.4,44.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017497
0.6,0.4,45.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017498
0.6,0.4,46.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017499
0.6,0.4,47.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017500
0.6,0.4,48.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017501
0.6,0.4,49.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017502
0.6,0.4,50.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017503
0.6,0.4,51.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017504
0.6,0.4,52.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017505
0.6,0.4,53.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017506
0.6,0.4,54.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017507
0.6,0.4,55.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017508
0.6,0.4,56.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017509
0.6,0.4,57.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017510
0.6,0.4,58.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017511
0.6,0.4,59.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017512
0.6,0.4,60.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017513
0.6,0.4,61.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017514
0.6,0.4,62.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017515
0.6,0.4,63.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017516
0.6,0.4,64.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017517
0.6,0.4,65.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017518
0.6,0.4,66.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017519
0.6,0.4,67.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017520
0.6,0.4,68.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017521
0.6,0.4,69.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017523
0.6,0.4,70.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017528
0.6,0.4,71.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017529
0.6,0.4,72.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017530
0.6,0.4,73.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017531
0.6,0.4,74.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017532
0.6,0.4,75.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017533
0.6,0.4,76.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017534
0.6,0.4,77.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017535
0.6,0.4,78.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017536
0.6,0.4,79.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017537
0.6,0.4,80.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017538
0.6,0.4,81.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017539
0.6,0.4,82.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017540
0.6,0.4,83.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017541
0.6,0.4,84.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017542
0.6,0.4,85.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017543
0.6,0.4,86.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017544
0.6,0.4,87.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017545
0.6,0.4,88.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017546
0.6,0.4,89.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017547
0.6,0.4,90.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017548
0.6,0.4,91.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017549
0.6,0.4,92.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017550
0.6,0.4,93.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017551
0.6,0.4,94.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017552
0.6,0.4,95.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017553
0.6,0.4,96.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017554
0.6,0.4,97.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017555
0.6,0.4,98.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017556
0.6,0.4,99.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017557
0.6,0.4,100.0,0.0,0.22,99.78,50,2025-04-07T21:22:54.017558
0.6,0.5,0.0,95.0,5.0,0.0,50,2025-04-07T21:22:54.054233
0.6,0.5,1.0,0.0,60.84,39.16,50,2025-04-07T21:22:54.054239
0.6,0.5,2.0,0.0,36.54,63.46,50,2025-04-07T21:22:54.054240
0.6,0.5,3.0,0.0,22.02,77.98,50,2025-04-07T21:22:54.054241
0.6,0.5,4.0,0.0,13.46,86.54,50,2025-04-07T21:22:54.054242
0.6,0.5,5.0,0.0,7.58,92.42,50,2025-04-07T21:22:54.054244
0.6,0.5,6.0,0.0,4.2,95.8,50,2025-04-07T21:22:54.054245
0.6,0.5,7.0,0.0,2.22,97.78,50,2025-04-07T21:22:54.054246
0.6,0.5,8.0,0.0,1.48,98.52,50,2025-04-07T21:22:54.054247
0.6,0.5,9.0,0.0,0.78,99.22,50,2025-04-07T21:22:54.054248
0.6,0.5,10.0,0.0,0.52,99.48,50,2025-04-07T21:22:54.054249
0.6,0.5,11.0,0.0,0.32,99.68,50,2025-04-07T21:22:54.054250
0.6,0.5,12.0,0.0,0.3,99.7,50,2025-04-07T21:22:54.054251
0.6,0.5,13.0,0.0,0.3,99.7,50,2025-04-07T21:22:54.054252
0.6,0.5,14.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054253
0.6,0.5,15.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054254
0.6,0.5,16.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054255
0.6,0.5,17.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054256
0.6,0.5,18.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054257
0.6,0.5,19.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054258
0.6,0.5,20.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054259
0.6,0.5,21.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054260
0.6,0.5,22.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054262
0.6,0.5,23.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054263
0.6,0.5,24.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054264
0.6,0.5,25.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054265
0.6,0.5,26.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054266
0.6,0.5,27.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054267
0.6,0.5,28.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054268
0.6,0.5,29.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054269
0.6,0.5,30.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054270
0.6,0.5,31.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054271
0.6,0.5,32.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054272
0.6,0.5,33.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054273
0.6,0.5,34.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054274
0.6,0.5,35.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054275
0.6,0.5,36.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054276
0.6,0.5,37.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054277
0.6,0.5,38.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054278
0.6,0.5,39.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054279
0.6,0.5,40.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054280
0.6,0.5,41.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054281
0.6,0.5,42.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054282
0.6,0.5,43.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054283
0.6,0.5,44.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054284
0.6,0.5,45.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054285
0.6,0.5,46.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054286
0.6,0.5,47.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054292
0.6,0.5,48.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054293
0.6,0.5,49.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054294
0.6,0.5,50.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054295
0.6,0.5,51.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054297
0.6,0.5,52.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054298
0.6,0.5,53.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054299
0.6,0.5,54.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054300
0.6,0.5,55.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054301
0.6,0.5,56.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054302
0.6,0.5,57.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054303
