beta,gamma,time,S,I,R,num_simulations,timestamp
0.6,0.5,58.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054304
0.6,0.5,59.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054305
0.6,0.5,60.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054306
0.6,0.5,61.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054307
0.6,0.5,62.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054308
0.6,0.5,63.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054309
0.6,0.5,64.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054310
0.6,0.5,65.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054311
0.6,0.5,66.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054312
0.6,0.5,67.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054313
0.6,0.5,68.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054314
0.6,0.5,69.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054315
0.6,0.5,70.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054316
0.6,0.5,71.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054317
0.6,0.5,72.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054318
0.6,0.5,73.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054319
0.6,0.5,74.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054320
0.6,0.5,75.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054321
0.6,0.5,76.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054322
0.6,0.5,77.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054323
0.6,0.5,78.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054324
0.6,0.5,79.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054325
0.6,0.5,80.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054326
0.6,0.5,81.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054327
0.6,0.5,82.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054328
0.6,0.5,83.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054329
0.6,0.5,84.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054330
0.6,0.5,85.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054331
0.6,0.5,86.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054332
0.6,0.5,87.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054334
0.6,0.5,88.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054335
0.6,0.5,89.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054336
0.6,0.5,90.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054338
0.6,0.5,91.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054339
0.6,0.5,92.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054340
0.6,0.5,93.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054341
0.6,0.5,94.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054342
0.6,0.5,95.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054343
0.6,0.5,96.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054346
0.6,0.5,97.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054347
0.6,0.5,98.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054348
0.6,0.5,99.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054349
0.6,0.5,100.0,0.0,0.28,99.72,50,2025-04-07T21:22:54.054350
0.6,0.6,0.0,95.0,5.0,0.0,50,2025-04-07T21:22:54.097232
0.6,0.6,1.0,0.0,55.86,44.14,50,2025-04-07T21:22:54.097238
0.6,0.6,2.0,0.0,29.32,70.68,50,2025-04-07T21:22:54.097240
0.6,0.6,3.0,0.0,15.84,84.16,50,2025-04-07T21:22:54.097241
0.6,0.6,4.0,0.0,7.96,92.04,50,2025-04-07T21:22:54.097242
0.6,0.6,5.0,0.0,3.96,96.04,50,2025-04-07T21:22:54.097243
0.6,0.6,6.0,0.0,1.9,98.1,50,2025-04-07T21:22:54.097244
0.6,0.6,7.0,0.0,0.94,99.06,50,2025-04-07T21:22:54.097245
0.6,0.6,8.0,0.0,0.58,99.42,50,2025-04-07T21:22:54.097246
0.6,0.6,9.0,0.0,0.48,99.52,50,2025-04-07T21:22:54.097247
0.6,0.6,10.0,0.0,0.44,99.56,50,2025-04-07T21:22:54.097249
0.6,0.6,11.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097250
0.6,0.6,12.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097251
0.6,0.6,13.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097252
0.6,0.6,14.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097253
0.6,0.6,15.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097254
0.6,0.6,16.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097255
0.6,0.6,17.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097256
0.6,0.6,18.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097257
0.6,0.6,19.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097258
0.6,0.6,20.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097259
0.6,0.6,21.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097260
0.6,0.6,22.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097261
0.6,0.6,23.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097262
0.6,0.6,24.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097263
0.6,0.6,25.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097265
0.6,0.6,26.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097266
0.6,0.6,27.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097267
0.6,0.6,28.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097268
0.6,0.6,29.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097269
0.6,0.6,30.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097270
0.6,0.6,31.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097271
0.6,0.6,32.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097272
0.6,0.6,33.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097273
0.6,0.6,34.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097274
0.6,0.6,35.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097275
0.6,0.6,36.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097276
0.6,0.6,37.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097277
0.6,0.6,38.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097278
0.6,0.6,39.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097279
0.6,0.6,40.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097280
0.6,0.6,41.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097281
0.6,0.6,42.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097282
0.6,0.6,43.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097283
0.6,0.6,44.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097284
0.6,0.6,45.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097285
0.6,0.6,46.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097288
0.6,0.6,47.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097289
0.6,0.6,48.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097290
0.6,0.6,49.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097291
0.6,0.6,50.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097292
0.6,0.6,51.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097293
0.6,0.6,52.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097294
0.6,0.6,53.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097295
0.6,0.6,54.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097296
0.6,0.6,55.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097297
0.6,0.6,56.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097298
0.6,0.6,57.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097299
0.6,0.6,58.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097301
0.6,0.6,59.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097302
0.6,0.6,60.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097303
0.6,0.6,61.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097304
0.6,0.6,62.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097305
0.6,0.6,63.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097306
0.6,0.6,64.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097307
0.6,0.6,65.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097308
0.6,0.6,66.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097309
0.6,0.6,67.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097310
0.6,0.6,68.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097311
0.6,0.6,69.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097312
0.6,0.6,70.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097313
0.6,0.6,71.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097314
0.6,0.6,72.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097315
0.6,0.6,73.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097316
0.6,0.6,74.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097317
0.6,0.6,75.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097318
0.6,0.6,76.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097319
0.6,0.6,77.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097320
0.6,0.6,78.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097321
0.6,0.6,79.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097322
0.6,0.6,80.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097323
0.6,0.6,81.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097324
0.6,0.6,82.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097325
0.6,0.6,83.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097326
0.6,0.6,84.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097327
0.6,0.6,85.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097328
0.6,0.6,86.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097329
0.6,0.6,87.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097330
0.6,0.6,88.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097331
0.6,0.6,89.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097332
0.6,0.6,90.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097333
0.6,0.6,91.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097334
0.6,0.6,92.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097335
0.6,0.6,93.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097336
0.6,0.6,94.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097338
0.6,0.6,95.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097339
0.6,0.6,96.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097340
0.6,0.6,97.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097341
0.6,0.6,98.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097342
0.6,0.6,99.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097343
0.6,0.6,100.0,0.0,0.42,99.58,50,2025-04-07T21:22:54.097344
0.6,0.7000000000000001,0.0,95.0,5.0,0.0,50,2025-04-07T21:22:54.169023
0.6,0.7000000000000001,1.0,0.0,50.6,49.4,50,2025-04-07T21:22:54.169030
0.6,0.7000000000000001,2.0,0.0,24.28,75.72,50,2025-04-07T21:22:54.169031
0.6,0.7000000000000001,3.0,0.0,11.62,88.38,50,2025-04-07T21:22:54.169032
0.6,0.7000000000000001,4.0,0.0,5.68,94.32,50,2025-04-07T21:22:54.169033
0.6,0.7000000000000001,5.0,0.0,2.36,97.64,50,2025-04-07T21:22:54.169034
0.6,0.7000000000000001,6.0,0.0,0.92,99.08,50,2025-04-07T21:22:54.169035
0.6,0.7000000000000001,7.0,0.0,0.54,99.46,50,2025-04-07T21:22:54.169036
0.6,0.7000000000000001,8.0,0.0,0.4,99.6,50,2025-04-07T21:22:54.169037
0.6,0.7000000000000001,9.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169038
0.6,0.7000000000000001,10.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169039
0.6,0.7000000000000001,11.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169041
0.6,0.7000000000000001,12.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169041
0.6,0.7000000000000001,13.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169042
0.6,0.7000000000000001,14.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169043
0.6,0.7000000000000001,15.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169044
0.6,0.7000000000000001,16.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169045
0.6,0.7000000000000001,17.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169046
0.6,0.7000000000000001,18.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169047
0.6,0.7000000000000001,19.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169048
0.6,0.7000000000000001,20.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169049
0.6,0.7000000000000001,21.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169050
0.6,0.7000000000000001,22.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169051
0.6,0.7000000000000001,23.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169052
0.6,0.7000000000000001,24.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169053
0.6,0.7000000000000001,25.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169054
0.6,0.7000000000000001,26.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169055
0.6,0.7000000000000001,27.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169056
0.6,0.7000000000000001,28.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169057
0.6,0.7000000000000001,29.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169058
0.6,0.7000000000000001,30.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169059
0.6,0.7000000000000001,31.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169060
0.6,0.7000000000000001,32.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169061
0.6,0.7000000000000001,33.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169062
0.6,0.7000000000000001,34.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169063
0.6,0.7000000000000001,35.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169064
0.6,0.7000000000000001,36.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169065
0.6,0.7000000000000001,37.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169066
0.6,0.7000000000000001,38.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169067
0.6,0.7000000000000001,39.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169068
0.6,0.7000000000000001,40.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169069
0.6,0.7000000000000001,41.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169070
0.6,0.7000000000000001,42.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169071
0.6,0.7000000000000001,43.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169072
0.6,0.7000000000000001,44.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169073
0.6,0.7000000000000001,45.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169074
0.6,0.7000000000000001,46.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169075
0.6,0.7000000000000001,47.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169076
0.6,0.7000000000000001,48.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169077
0.6,0.7000000000000001,49.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169078
0.6,0.7000000000000001,50.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169079
0.6,0.7000000000000001,51.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169080
0.6,0.7000000000000001,52.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169081
0.6,0.7000000000000001,53.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169082
0.6,0.7000000000000001,54.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169083
0.6,0.7000000000000001,55.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169084
0.6,0.7000000000000001,56.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169085
0.6,0.7000000000000001,57.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169086
0.6,0.7000000000000001,58.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169087
0.6,0.7000000000000001,59.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169088
0.6,0.7000000000000001,60.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169089
0.6,0.7000000000000001,61.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169090
0.6,0.7000000000000001,62.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169091
0.6,0.7000000000000001,63.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169092
0.6,0.7000000000000001,64.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169093
0.6,0.7000000000000001,65.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169094
0.6,0.7000000000000001,66.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169095
0.6,0.7000000000000001,67.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169096
0.6,0.7000000000000001,68.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169097
0.6,0.7000000000000001,69.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169098
0.6,0.7000000000000001,70.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169099
0.6,0.7000000000000001,71.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169100
0.6,0.7000000000000001,72.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169101
0.6,0.7000000000000001,73.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169102
0.6,0.7000000000000001,74.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169103
0.6,0.7000000000000001,75.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169104
0.6,0.7000000000000001,76.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169105
0.6,0.7000000000000001,77.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169106
0.6,0.7000000000000001,78.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169107
0.6,0.7000000000000001,79.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169108
0.6,0.7000000000000001,80.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169109
0.6,0.7000000000000001,81.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169110
0.6,0.7000000000000001,82.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169111
0.6,0.7000000000000001,83.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169112
0.6,0.7000000000000001,84.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169113
0.6,0.7000000000000001,85.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169114
0.6,0.7000000000000001,86.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169115
0.6,0.7000000000000001,87.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169116
0.6,0.7000000000000001,88.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169117
0.6,0.7000000000000001,89.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169118
0.6,0.7000000000000001,90.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169119
0.6,0.7000000000000001,91.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169120
0.6,0.7000000000000001,92.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169121
0.6,0.7000000000000001,93.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169122
0.6,0.7000000000000001,94.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169123
0.6,0.7000000000000001,95.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169124
0.6,0.7000000000000001,96.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169125
0.6,0.7000000000000001,97.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169126
0.6,0.7000000000000001,98.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169127
0.6,0.7000000000000001,99.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169128
0.6,0.7000000000000001,100.0,0.0,0.36,99.64,50,2025-04-07T21:22:54.169129
0.6,0.8,0.0,95.0,5.0,0.0,50,2025-04-07T21:22:54.206570
0.6,0.8,1.0,0.0,44.92,55.08,50,2025-04-07T21:22:54.206577
0.6,0.8,2.0,0.0,19.16,80.84,50,2025-04-07T21:22:54.206579
0.6,0.8,3.0,0.0,8.38,91.62,50,2025-04-07T21:22:54.206580
0.6,0.8,4.0,0.0,3.12,96.88,50,2025-04-07T21:22:54.206581
0.6,0.8,5.0,0.0,1.56,98.44,50,2025-04-07T21:22:54.206582
0.6,0.8,6.0,0.0,0.88,99.12,50,2025-04-07T21:22:54.206602
0.6,0.8,7.0,0.0,0.78,99.22,50,2025-04-07T21:22:54.206604
0.6,0.8,8.0,0.0,0.74,99.26,50,2025-04-07T21:22:54.206605
0.6,0.8,9.0,0.0,0.74,99.26,50,2025-04-07T21:22:54.206606
0.6,0.8,10.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206607
0.6,0.8,11.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206608
0.6,0.8,12.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206609
0.6,0.8,13.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206610
0.6,0.8,14.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206611
0.6,0.8,15.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206612
0.6,0.8,16.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206613
0.6,0.8,17.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206615
0.6,0.8,18.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206616
0.6,0.8,19.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206617
0.6,0.8,20.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206618
0.6,0.8,21.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206619
0.6,0.8,22.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206620
0.6,0.8,23.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206621
0.6,0.8,24.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206622
0.6,0.8,25.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206624
0.6,0.8,26.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206625
0.6,0.8,27.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206627
0.6,0.8,28.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206628
0.6,0.8,29.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206629
0.6,0.8,30.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206630
0.6,0.8,31.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206631
0.6,0.8,32.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206632
0.6,0.8,33.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206633
0.6,0.8,34.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206635
0.6,0.8,35.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206636
0.6,0.8,36.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206637
0.6,0.8,37.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206638
0.6,0.8,38.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206639
0.6,0.8,39.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206640
0.6,0.8,40.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206641
0.6,0.8,41.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206642
0.6,0.8,42.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206643
0.6,0.8,43.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206644
0.6,0.8,44.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206645
0.6,0.8,45.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206646
0.6,0.8,46.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206648
0.6,0.8,47.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206649
0.6,0.8,48.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206650
0.6,0.8,49.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206651
0.6,0.8,50.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206652
0.6,0.8,51.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206653
0.6,0.8,52.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206654
0.6,0.8,53.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206655
0.6,0.8,54.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206656
0.6,0.8,55.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206658
0.6,0.8,56.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206665
0.6,0.8,57.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206666
0.6,0.8,58.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206667
0.6,0.8,59.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206668
0.6,0.8,60.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206669
0.6,0.8,61.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206670
0.6,0.8,62.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206671
0.6,0.8,63.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206672
0.6,0.8,64.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206673
0.6,0.8,65.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206674
0.6,0.8,66.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206675
0.6,0.8,67.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206676
0.6,0.8,68.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206677
0.6,0.8,69.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206678
0.6,0.8,70.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206680
0.6,0.8,71.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206681
0.6,0.8,72.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206682
0.6,0.8,73.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206683
0.6,0.8,74.0,0.0,0.7,99.3,50,2025-04-07T21:22:54.206684
